25.020 23.909 24.946 25.092 23.975 24.074 24.951 23.874 24.656 24.198 24.843 24.228 24.799 23.826 24.150 24.129 24.478 25.372 25.089 23.931 24.824 24.242 24.022 24.827 24.189 23.828 25.493 24.022 26.036 23.856 24.165 24.188 24.092 23.960 24.030 24.791
33.007 33.253 33.536 33.659 33.046 32.523 33.570 32.857 32.922 32.973 33.651 33.695 32.465 32.731 32.410 32.962 32.274 33.568 34.275 32.310 32.277 33.215 32.876 33.902 33.141 33.184 32.830 33.026 32.664 33.079 33.116 32.796 33.289 33.100 33.652 32.845
56.905 56.478 56.908 57.051 60.277 55.553 56.452 56.343 56.374 57.032 57.853 57.032 56.116 56.399 55.492 56.931 56.231 57.615 58.437 56.106 55.613 57.446 56.284 58.156 57.560 57.137 56.589 56.248 56.504 58.012 57.497 56.090 57.093 56.498 57.844 56.969
113.100 112.159 110.746 112.668 115.334 113.354 111.468 111.569 112.645 112.736 112.884 111.080 112.330 110.765 113.067 113.368 112.728 114.429 114.359 111.550 110.597 110.635 111.201 115.725 113.271 111.548 112.053 111.773 113.620 113.986 140.876 110.539 111.892 113.026 112.896 114.245
